66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
7 34 40 52 56 66 (2611)
7 9 29 34 60 66 (2502)
7 25 29 34 40 52 (2570)
5 7 29 34 40 48 (2579)
29 34 36 40 56 58 (2759)
7 25 40 52 58 66 (2565)
34 40 52 60 62 66 (2745)
7 34 40 48 56 58 (2583)
5 9 29 52 58 66 (2544)
3 29 40 48 56 58 (2512)
29 34 36 60 62 66 (2665)
40 42 52 56 58 60 (2522)
25 29 36 40 56 60 (2567)
3 29 36 48 58 66 (2537)
7 34 36 52 58 66 (2670)
3 34 40 56 58 60 (2532)
25 29 36 40 56 62 (2517)
7 9 36 48 52 60 (2521)
3 34 40 56 58 62 (2504)
7 48 56 60 62 66 (2510)
3 7 29 52 58 60 (2722)
5 7 29 34 40 52 (2753)
7 34 40 48 56 62 (2502)
5 7 29 34 40 56 (2625)
3 7 29 52 58 62 (2641)
7 9 36 52 58 62 (2526)
7 9 36 52 58 60 (2612)
7 34 40 48 56 60 (2560)
3 7 29 52 58 66 (2621)
5 7 29 34 40 58 (2761)
25 52 56 58 60 62 (2578)
7 29 48 56 58 66 (2596)
7 34 36 48 58 66 (2602)
3 5 29 52 58 66 (2521)
7 34 36 48 58 60 (2695)
3 5 29 52 58 60 (2596)
3 5 29 52 58 62 (2537)
7 29 48 56 58 60 (2703)
25 29 36 40 56 58 (2593)
7 29 48 56 58 62 (2631)
7 34 36 48 58 62 (2594)
3 5 7 29 58 60 (2534)
5 40 48 58 60 62 (2637)
5 36 40 48 58 60 (2714)
40 52 56 60 62 66 (2736)
5 40 48 58 60 66 (2663)
5 36 40 48 58 62 (2637)
9 29 36 52 58 62 (2637)
25 36 40 48 60 62 (2576)
5 36 48 56 58 60 (2566)
25 52 56 58 60 66 (2547)
5 36 48 56 58 62 (2513)
9 29 36 52 58 66 (2605)
25 36 40 48 60 66 (2578)
7 34 36 56 58 60 (2647)
7 9 40 52 56 60 (2587)
7 29 36 42 52 58 (2504)
25 34 40 52 60 66 (2556)
5 7 48 52 58 60 (2639)
7 25 29 34 52 58 (2592)
7 9 40 52 56 62 (2539)
25 34 40 52 60 62 (2551)
5 7 48 52 58 62 (2553)
5 36 40 48 58 66 (2637)
9 29 36 48 52 60 (2632)
7 40 48 56 58 60 (2686)
3 29 34 58 60 66 (2584)
9 29 36 48 52 62 (2525)
7 40 48 56 58 62 (2624)
25 34 36 48 52 58 (2573)
5 25 29 36 58 60 (2550)
3 29 34 58 60 62 (2567)
3 5 29 34 40 52 (2546)
7 40 48 56 58 66 (2577)
7 9 40 52 56 58 (2623)
29 34 36 40 56 66 (2608)
29 34 48 60 62 66 (2614)
5 9 29 52 58 60 (2633)
5 7 48 52 58 66 (2563)
7 34 40 52 56 58 (2761)
3 5 29 34 40 58 (2553)
5 9 29 52 58 62 (2568)
7 25 29 34 40 60 (2551)
3 29 36 56 58 60 (2577)
3 29 36 56 58 62 (2534)
29 34 36 40 56 60 (2716)
9 29 36 52 58 60 (2723)
29 34 36 40 56 62 (2678)
25 34 36 48 52 60 (2556)
9 29 36 48 52 66 (2529)
5 29 36 52 58 60 (2810)
36 40 52 58 62 66 (2769)
5 29 36 52 58 62 (2744)
5 25 36 52 58 60 (2544)
9 29 36 40 48 58 (2634)
5 29 36 52 58 66 (2719)
3 7 40 52 56 58 (2601)
9 29 36 40 48 56 (2513)
9 29 36 40 48 52 (2627)
9 29 36 40 48 62 (2521)
5 34 40 52 56 66 (2577)
5 7 34 40 60 66 (2630)
3 7 29 56 58 62 (2553)
5 7 29 34 52 60 (2727)
34 36 40 52 62 66 (2648)
9 29 36 40 48 60 (2618)
5 7 29 34 52 62 (2661)
5 34 40 52 56 62 (2640)
5 7 34 40 60 62 (2617)
3 7 29 56 58 60 (2596)
5 7 29 34 52 66 (2637)
5 34 40 52 56 60 (2668)
34 36 48 52 60 66 (2703)
5 40 42 52 58 60 (2515)
3 7 40 52 56 62 (2535)
34 48 52 56 60 62 (2579)
29 34 40 42 58 60 (2559)
34 36 48 52 60 62 (2671)
3 7 40 52 56 60 (2568)
9 36 40 52 58 66 (2588)
34 48 52 56 60 66 (2577)
9 36 40 52 58 62 (2633)
29 40 48 52 60 62 (2812)
9 36 40 52 58 60 (2707)
29 40 48 52 60 66 (2830)
7 36 40 56 62 66 (2547)
7 25 29 34 52 60 (2565)
29 48 52 56 60 62 (2696)
7 29 56 60 62 66 (2654)
29 48 52 56 60 66 (2685)
5 29 34 40 62 66 (2632)
5 7 36 48 52 66 (2538)
5 7 29 34 40 62 (2659)
5 7 29 34 40 60 (2718)
3 7 40 48 52 60 (2542)
5 7 29 34 40 66 (2628)
29 40 52 60 62 66 (2858)
48 52 56 58 60 62 (2709)
29 36 40 58 62 66 (2772)
7 9 29 36 58 66 (2503)
34 40 48 52 56 58 (2672)
36 40 48 52 60 66 (2812)
7 9 29 36 58 62 (2534)
7 29 48 52 58 66 (2742)
5 7 36 48 52 60 (2614)
36 40 48 52 60 62 (2799)
7 29 48 52 58 62 (2739)
7 9 29 36 58 60 (2620)
9 34 36 48 58 60 (2526)
7 29 48 52 58 60 (2849)
5 7 36 48 52 62 (2527)
7 9 52 56 60 62 (2514)
29 36 40 52 62 66 (2761)
9 29 36 48 56 60 (2518)
7 29 34 48 58 66 (2626)
7 34 36 52 58 62 (2697)
25 36 48 52 58 66 (2591)
9 29 36 40 48 66 (2516)
7 34 36 52 58 60 (2778)
34 40 48 52 56 60 (2649)
25 36 48 52 58 60 (2701)
7 25 48 52 58 62 (2500)
9 36 48 56 58 60 (2523)
3 29 52 58 60 62 (2682)
34 40 48 52 56 62 (2591)
25 36 48 52 58 62 (2598)
7 25 48 52 58 60 (2603)
7 29 34 48 58 60 (2719)
34 40 48 52 56 66 (2556)
7 29 34 48 58 62 (2618)
48 52 56 58 60 66 (2692)
5 7 29 34 52 56 (2639)
5 7 29 34 52 58 (2771)
3 7 52 56 58 60 (2592)
3 7 52 56 58 62 (2549)
7 9 29 40 58 60 (2695)
9 29 52 56 60 62 (2607)
7 29 36 48 52 60 (2824)
36 48 52 56 60 66 (2667)
7 9 29 40 58 62 (2619)
5 40 48 56 58 62 (2527)
9 29 52 56 60 66 (2584)
36 48 52 56 60 62 (2683)
9 36 48 52 58 62 (2533)
9 36 48 52 58 60 (2637)
5 40 48 56 58 60 (2573)
7 25 36 48 52 58 (2602)
29 40 52 58 62 64 (2508)
5 29 36 56 58 66 (2562)
29 40 52 58 62 66 (2858)
3 29 52 58 60 66 (2694)
5 48 52 58 60 66 (2672)
5 29 36 56 58 62 (2618)
40 56 58 60 62 66 (2741)
5 48 52 58 60 62 (2639)
36 40 42 58 60 66 (2507)
7 29 36 48 52 62 (2713)
5 29 36 56 58 60 (2653)
7 29 36 48 52 66 (2717)
7 29 34 40 62 66 (2643)
9 29 36 48 56 58 (2534)
5 7 36 48 52 58 (2638)
29 36 56 58 60 66 (2740)
5 9 40 52 58 60 (2618)
25 40 48 52 56 60 (2540)
3 52 58 60 62 66 (2582)
29 36 56 58 60 62 (2767)
29 36 40 60 62 66 (2772)
34 36 40 48 60 66 (2691)
5 9 40 52 58 66 (2529)
29 34 52 56 60 66 (2721)
7 36 56 60 62 66 (2561)
5 9 40 52 58 62 (2562)
29 34 52 56 60 62 (2738)
36 40 48 56 60 62 (2674)
5 7 34 56 58 66 (2510)
3 29 58 60 62 66 (2591)
34 36 40 48 60 62 (2668)
36 40 48 56 60 66 (2649)
5 52 56 60 62 66 (2583)
7 29 56 58 62 66 (2654)
5 7 34 56 58 60 (2600)
7 9 29 40 58 66 (2579)
5 7 34 56 58 62 (2566)
34 36 52 58 62 66 (2660)
5 29 40 48 62 66 (2560)
34 52 56 58 60 66 (2724)
25 29 36 40 48 52 (2682)
5 7 34 48 58 60 (2574)
34 52 56 58 60 62 (2742)
9 34 40 56 60 62 (2500)
29 34 36 40 48 52 (2795)
29 40 48 56 60 62 (2687)
5 29 34 36 60 62 (2633)
25 29 36 40 48 58 (2691)
29 40 48 56 60 66 (2667)
5 29 34 36 60 66 (2652)
40 42 52 58 60 66 (2589)
3 29 36 40 60 66 (2586)
40 42 52 58 60 62 (2556)
25 29 36 40 48 56 (2530)
36 48 52 58 60 62 (2814)
3 29 36 40 60 62 (2583)
36 48 52 58 60 66 (2835)
29 34 36 40 48 58 (2803)
7 29 36 56 62 66 (2557)
9 29 48 56 58 60 (2543)
29 34 36 40 48 56 (2648)
25 40 48 52 56 58 (2556)
29 40 52 56 62 66 (2728)
25 29 36 40 48 62 (2581)
5 34 52 56 58 66 (2594)
7 40 48 58 60 66 (2733)
25 29 36 40 48 60 (2675)
5 34 52 56 58 62 (2651)
5 34 52 56 58 60 (2685)
5 25 29 34 40 58 (2546)
7 40 48 58 60 62 (2718)
36 40 52 60 62 66 (2769)
25 29 36 40 48 66 (2570)
7 9 36 40 48 60 (2507)
5 25 29 34 40 52 (2539)
34 36 52 56 62 66 (2542)
9 34 36 56 58 60 (2502)
3 36 52 58 60 62 (2589)
5 25 29 48 58 60 (2515)
7 9 36 40 48 52 (2516)
5 34 40 52 56 58 (2711)
3 36 52 58 60 66 (2601)
7 25 36 48 52 60 (2585)
9 36 48 52 58 66 (2532)
29 34 52 58 60 62 (2856)
34 36 48 56 60 62 (2558)
5 29 48 58 62 66 (2573)
7 9 36 40 48 58 (2523)
29 34 52 58 60 66 (2872)
7 29 36 48 52 56 (2698)
34 36 48 56 60 66 (2556)
7 29 36 48 52 58 (2848)
3 7 34 52 60 66 (2504)
5 7 34 36 48 52 (2565)
25 29 36 40 52 56 (2590)
5 25 29 40 58 66 (2515)
25 29 36 40 52 58 (2745)
25 29 36 52 58 60 (2743)
25 29 36 52 58 62 (2650)
36 40 48 52 56 60 (2756)
5 29 52 58 60 66 (2816)
25 36 40 58 62 66 (2519)
25 29 36 52 58 66 (2630)
5 7 34 36 48 58 (2573)
7 9 36 40 56 58 (2531)
5 29 52 58 60 62 (2797)
7 9 36 56 58 60 (2516)
36 40 48 52 56 62 (2695)
5 36 40 48 62 66 (2538)
36 40 48 52 56 66 (2644)
3 7 58 60 62 66 (2518)
5 9 36 40 58 60 (2529)
7 25 34 40 52 58 (2571)
9 40 48 58 60 62 (2536)
9 36 40 48 58 60 (2623)
25 29 36 40 52 60 (2719)
3 29 40 58 60 66 (2679)
9 40 48 58 60 66 (2545)
9 36 40 48 58 62 (2529)
25 29 36 40 52 62 (2635)
9 36 40 48 58 66 (2519)
5 7 34 36 48 60 (2549)
5 9 29 40 56 58 (2544)
5 29 56 58 62 66 (2584)
7 48 52 58 60 62 (2722)
9 29 36 48 60 62 (2516)
29 34 36 48 52 58 (2817)
7 48 52 58 60 66 (2746)
9 29 36 48 60 66 (2537)
29 34 36 48 52 60 (2793)
40 48 56 58 62 66 (2593)
29 34 36 48 52 62 (2691)
3 9 29 40 58 60 (2523)
29 34 36 48 52 66 (2699)
36 40 48 52 56 58 (2781)
7 25 34 52 58 60 (2566)
5 9 40 56 58 60 (2509)
25 34 36 40 52 62 (2512)
5 7 56 58 60 62 (2584)
25 34 36 40 52 60 (2588)
5 25 29 40 58 60 (2596)
9 29 36 40 56 60 (2588)
5 25 29 40 58 62 (2533)
5 9 29 40 56 60 (2508)
5 34 56 58 62 66 (2525)
9 29 36 40 56 62 (2540)
5 7 56 58 60 66 (2572)
7 36 56 58 60 66 (2651)
7 40 52 56 62 66 (2639)
29 34 40 48 62 66 (2602)
7 36 56 58 60 62 (2680)
7 25 36 58 60 62 (2528)
7 34 52 56 60 66 (2632)
5 34 58 60 62 66 (2647)
7 48 56 58 62 66 (2510)
3 36 48 52 58 66 (2528)
3 36 48 52 58 60 (2615)
7 34 52 56 60 62 (2648)
29 42 52 58 60 62 (2556)
9 34 52 56 60 62 (2505)
3 36 48 52 58 62 (2522)
29 34 36 40 60 62 (2756)
34 40 52 56 62 66 (2627)
25 34 36 40 52 58 (2614)
7 29 48 56 62 66 (2506)
5 34 40 58 60 66 (2734)
29 34 36 48 52 56 (2666)
5 9 29 56 58 60 (2524)
7 25 36 58 60 66 (2533)
5 7 34 52 58 66 (2638)
5 34 40 58 60 62 (2723)
3 7 40 56 60 62 (2506)
29 34 36 40 60 66 (2764)
5 7 34 52 58 62 (2663)
5 7 34 52 58 60 (2728)
25 29 36 40 52 66 (2607)
7 25 40 48 58 60 (2588)
5 29 36 58 62 66 (2624)
34 36 40 56 62 66 (2535)
25 40 48 52 60 62 (2585)
25 40 48 52 60 66 (2587)
25 34 40 52 56 58 (2540)
7 56 58 60 62 66 (2658)
29 36 52 56 62 66 (2645)
29 42 52 58 60 66 (2597)
3 34 40 58 60 66 (2563)
5 36 48 58 62 66 (2551)
29 34 48 58 62 66 (2614)
25 34 40 52 56 60 (2514)
7 34 58 60 62 66 (2657)
29 36 42 52 60 66 (2510)
3 34 40 58 60 62 (2555)
3 7 40 58 60 66 (2606)
3 40 48 52 58 60 (2616)
29 36 40 48 60 66 (2815)
7 36 40 52 62 66 (2654)
3 40 48 52 58 62 (2533)
3 7 40 58 60 62 (2602)
7 25 36 40 48 60 (2570)
3 29 40 52 56 60 (2642)
3 40 48 52 58 66 (2530)
7 40 56 58 60 62 (2763)
7 40 56 58 60 66 (2725)
29 36 40 48 60 62 (2797)
7 25 29 48 58 66 (2501)
25 29 48 52 58 66 (2602)
5 48 58 60 62 66 (2577)
7 25 29 48 58 62 (2504)
29 34 42 52 58 60 (2568)
7 25 29 48 58 60 (2607)
3 7 29 48 52 58 (2589)
3 29 40 52 56 62 (2609)
7 25 36 40 48 58 (2586)
25 29 48 52 58 60 (2708)
7 29 48 58 62 66 (2625)
25 29 34 36 52 58 (2633)
25 29 48 52 58 62 (2605)
3 29 40 52 56 66 (2541)
7 25 36 40 48 52 (2577)
7 29 52 58 60 62 (2878)
5 7 36 40 56 62 (2519)
25 29 34 40 58 60 (2657)
7 29 52 58 60 66 (2890)
25 29 34 40 58 62 (2582)
5 7 29 48 58 66 (2572)
25 29 34 40 58 66 (2559)
5 7 29 48 58 62 (2561)
3 7 36 40 58 66 (2513)
29 34 48 52 58 66 (2724)
5 7 29 48 58 60 (2647)
3 7 29 48 52 60 (2567)
34 40 48 52 60 66 (2708)
25 29 34 36 52 60 (2606)
7 25 29 36 40 60 (2618)
29 34 48 52 58 62 (2717)
29 34 48 52 58 60 (2818)
25 29 34 36 52 62 (2520)
25 29 34 36 52 66 (2507)
7 25 29 36 40 66 (2506)
3 29 40 52 56 58 (2675)
34 40 48 52 60 62 (2685)
5 9 52 56 58 60 (2521)
7 25 29 36 40 62 (2534)
7 29 36 48 60 66 (2728)
7 29 36 48 60 62 (2700)
29 36 52 58 62 66 (2776)
7 34 36 58 62 66 (2560)
7 9 34 40 58 62 (2518)
7 9 34 40 58 60 (2586)
5 29 36 40 60 62 (2698)
34 36 56 58 60 62 (2650)
5 29 36 40 60 66 (2711)
3 7 36 40 58 62 (2542)
36 52 56 58 60 62 (2775)
29 36 48 58 60 66 (2838)
9 29 36 40 56 58 (2624)
3 7 36 40 58 60 (2613)
7 25 29 36 40 58 (2644)
7 25 29 36 40 56 (2501)
34 36 56 58 60 66 (2632)
7 25 29 36 40 52 (2635)
7 29 40 48 62 66 (2610)
7 29 34 36 60 62 (2660)
3 7 29 40 56 58 (2605)
3 29 40 58 60 62 (2676)
7 25 29 36 40 48 (2581)
36 52 56 58 60 66 (2743)
25 34 36 52 58 66 (2510)
34 42 52 58 60 66 (2501)
5 25 36 48 52 58 (2508)
7 36 48 52 58 62 (2720)
7 29 34 36 60 66 (2678)
25 34 36 52 58 62 (2524)
7 36 48 52 58 60 (2830)
7 34 40 56 60 66 (2616)
7 48 52 56 60 66 (2596)
25 34 36 52 58 60 (2609)
7 29 52 56 60 66 (2740)
7 34 40 56 60 62 (2641)
7 48 52 56 60 62 (2609)
7 29 52 56 60 62 (2765)
5 7 40 52 62 66 (2592)
34 48 52 58 60 66 (2728)
3 7 29 40 56 60 (2572)
34 48 52 58 60 62 (2697)
3 7 29 40 56 62 (2539)
29 34 36 40 52 56 (2755)
7 29 36 56 58 60 (2769)
40 48 52 56 60 62 (2695)
7 29 36 56 58 62 (2717)
7 29 36 56 58 66 (2647)
3 5 7 40 52 58 (2538)
3 5 7 52 58 60 (2525)
29 34 36 40 52 58 (2906)
25 29 36 48 52 60 (2690)
7 36 48 52 58 66 (2720)
5 40 56 58 60 66 (2644)
3 5 7 40 52 60 (2505)
36 40 52 56 58 66 (2720)
29 36 48 52 60 66 (2828)
3 7 52 60 62 66 (2509)
5 40 56 58 60 62 (2664)
25 29 36 48 52 62 (2586)
29 36 48 52 60 62 (2801)
40 48 52 56 60 66 (2670)
9 29 36 48 52 58 (2648)
9 34 52 58 60 66 (2601)
5 7 25 52 58 60 (2501)
25 29 36 48 52 66 (2584)
5 29 40 52 56 58 (2770)
36 40 52 56 58 60 (2847)
9 34 52 58 60 62 (2592)
36 40 52 56 58 62 (2807)
9 29 36 48 52 56 (2530)
5 29 40 52 56 62 (2698)
7 34 40 58 60 62 (2747)
3 5 29 36 52 60 (2503)
5 29 40 52 56 60 (2727)
7 34 40 58 60 66 (2755)
9 29 34 40 58 62 (2625)
29 36 48 58 60 62 (2812)
9 29 34 40 58 60 (2693)
9 29 34 40 58 66 (2588)
25 29 34 36 40 48 (2555)
34 40 48 58 60 66 (2716)
25 34 52 58 60 62 (2563)
34 36 40 58 62 66 (2657)
25 34 52 58 60 66 (2576)
5 29 40 52 56 66 (2636)
5 7 48 56 58 60 (2500)
25 29 34 36 40 52 (2611)
29 36 40 56 58 62 (2797)
29 36 40 56 58 60 (2839)
3 5 29 36 52 58 (2537)
29 36 40 56 58 66 (2717)
34 40 48 58 60 62 (2694)
25 29 34 36 40 58 (2618)
29 34 36 48 60 66 (2708)
7 9 36 40 52 62 (2514)
5 56 58 60 62 66 (2588)
7 9 36 40 52 60 (2591)
3 5 34 52 58 60 (2531)
29 34 36 40 52 66 (2755)
29 40 52 56 58 66 (2809)
29 34 36 40 52 62 (2791)
29 40 52 56 58 60 (2931)
9 29 34 36 40 48 (2522)
25 29 34 36 40 62 (2516)
29 34 36 40 52 60 (2863)
25 40 52 58 62 66 (2575)
29 40 52 56 58 62 (2889)
25 29 34 36 40 60 (2592)
7 9 36 48 52 58 (2537)
29 52 56 58 60 66 (2832)
29 34 36 48 60 62 (2676)
29 52 56 58 60 62 (2859)
25 29 36 48 52 58 (2707)
29 40 42 52 56 60 (2513)
25 29 36 48 52 56 (2551)
3 7 34 36 58 60 (2505)
7 34 56 58 62 66 (2551)
5 7 34 58 62 66 (2542)
3 7 29 40 48 60 (2551)
5 7 36 40 48 52 (2618)
9 29 34 36 60 62 (2501)
25 29 36 60 62 66 (2526)
9 29 34 36 60 66 (2511)
5 25 48 52 58 60 (2509)
5 34 40 56 60 62 (2601)
3 5 34 40 52 60 (2513)
5 34 40 56 60 66 (2582)
5 9 29 40 52 58 (2653)
34 40 52 58 62 66 (2745)
5 9 29 40 52 56 (2540)
7 25 29 40 58 66 (2571)
7 25 29 40 58 60 (2683)
29 40 48 52 56 58 (2792)
7 25 29 40 58 62 (2600)
9 29 56 60 62 66 (2500)
7 29 36 52 58 66 (2793)
9 29 36 56 58 62 (2552)
7 29 36 52 58 62 (2825)
7 29 36 52 58 60 (2915)
9 29 36 56 58 60 (2609)
7 36 48 56 58 66 (2574)
7 29 36 40 60 66 (2781)
5 7 36 40 48 62 (2525)
7 36 48 56 58 60 (2684)
5 7 36 40 48 60 (2605)
7 36 48 56 58 62 (2612)
7 29 36 40 60 62 (2777)
36 48 56 60 62 66 (2581)
5 36 48 52 58 62 (2639)
25 48 52 58 60 66 (2610)
9 29 36 40 52 66 (2585)
5 7 36 40 48 58 (2628)
5 36 48 52 58 66 (2646)
25 48 52 58 60 62 (2600)
9 36 56 58 60 62 (2521)
29 34 36 42 52 58 (2504)
5 9 29 40 52 66 (2528)
9 29 36 40 52 62 (2625)
5 9 29 40 52 62 (2558)
9 29 36 40 52 60 (2702)
5 9 29 40 52 60 (2617)
3 34 36 40 58 60 (2557)
9 48 52 58 60 66 (2558)
36 42 52 58 60 66 (2517)
5 7 29 40 58 66 (2700)
40 48 52 58 60 66 (2837)
5 7 29 40 58 60 (2790)
9 48 52 58 60 62 (2540)
5 7 34 36 56 58 (2548)
5 7 29 40 58 62 (2731)
40 48 52 58 60 62 (2825)
29 34 56 60 62 66 (2640)
5 7 40 48 58 60 (2630)
5 36 48 52 58 60 (2723)
5 7 40 48 58 62 (2551)
5 29 52 56 60 62 (2666)
5 7 40 48 58 66 (2554)
9 40 48 52 60 62 (2528)
5 29 52 56 60 66 (2655)
5 7 36 40 48 66 (2529)
25 36 56 58 60 62 (2516)
7 36 40 48 58 62 (2716)
9 34 40 52 56 62 (2532)
29 36 40 52 58 64 (2533)
29 40 48 52 56 66 (2662)
29 36 40 52 58 66 (2880)
3 7 40 52 60 66 (2597)
29 40 48 52 56 62 (2706)
29 36 40 42 60 66 (2500)
7 36 40 48 58 60 (2816)
9 34 40 52 56 60 (2575)
7 29 48 52 62 66 (2614)
29 40 48 52 56 60 (2769)
7 34 36 52 62 66 (2551)
3 7 29 40 48 58 (2572)
29 36 40 52 58 60 (3002)
29 36 40 52 58 62 (2922)
9 40 48 52 60 66 (2538)
3 7 29 40 48 52 (2563)
5 7 34 36 56 60 (2504)
5 7 25 40 52 58 (2508)
3 5 34 40 52 58 (2546)
25 29 34 48 58 60 (2578)
7 36 40 48 58 66 (2707)
3 7 40 52 60 62 (2593)
25 29 40 48 58 60 (2693)
9 29 34 40 56 58 (2614)
29 34 48 56 58 66 (2577)
5 29 34 56 62 66 (2521)
7 9 29 40 60 62 (2582)
25 29 40 48 58 62 (2600)
29 34 48 56 58 62 (2604)
9 29 52 58 62 66 (2585)
9 36 48 52 60 62 (2514)
25 36 48 58 60 66 (2601)
25 29 40 48 58 66 (2588)
7 9 29 40 60 66 (2580)
7 9 34 36 52 58 (2538)
5 29 34 36 56 62 (2555)
29 36 48 56 58 66 (2663)
5 29 34 36 56 60 (2590)
9 36 48 52 60 66 (2533)
25 36 48 58 60 62 (2591)
29 36 48 56 58 60 (2771)
29 36 48 56 58 62 (2699)
7 9 29 34 58 60 (2606)
7 9 40 58 60 62 (2582)
7 9 29 34 58 62 (2528)
3 29 36 48 60 66 (2537)
7 9 40 58 60 66 (2579)
3 29 36 40 56 60 (2553)
7 9 29 34 58 66 (2501)
34 36 56 60 62 66 (2547)
29 34 48 56 58 60 (2671)
3 29 36 48 60 62 (2510)
3 29 36 40 56 62 (2520)
7 29 36 52 60 66 (2794)
7 34 36 52 60 62 (2653)
5 29 34 48 52 58 (2692)
7 25 36 52 60 66 (2524)
7 34 36 52 60 66 (2671)
5 29 34 48 52 56 (2544)
3 29 34 36 58 62 (2507)
7 25 36 52 60 62 (2518)
3 29 34 36 58 60 (2579)
3 40 52 60 62 66 (2567)
5 29 34 36 56 58 (2634)
5 29 34 40 48 52 (2674)
5 7 29 58 62 66 (2614)
5 29 34 40 48 58 (2682)
5 40 48 56 60 62 (2501)
7 29 36 52 60 62 (2781)
5 29 34 40 48 56 (2530)
7 9 34 36 52 60 (2502)
5 29 34 48 52 60 (2668)
3 7 29 40 52 66 (2597)
3 5 29 40 52 62 (2524)
7 29 34 40 58 62 (2789)
7 29 34 40 58 60 (2860)
5 29 34 48 52 62 (2582)
3 5 29 40 52 60 (2576)
34 36 40 52 58 66 (2758)
25 36 40 48 58 60 (2686)
5 29 34 48 52 66 (2592)
25 34 40 48 58 60 (2560)
36 40 48 56 58 66 (2648)
7 29 34 40 58 66 (2753)
36 40 48 56 58 60 (2760)
25 29 48 58 60 66 (2612)
36 40 48 56 58 62 (2700)
34 36 48 56 58 66 (2555)
7 9 34 36 40 52 (2519)
5 25 29 52 60 66 (2526)
3 5 29 52 60 66 (2521)
34 36 48 56 58 62 (2582)
7 36 48 52 62 66 (2592)
5 7 34 60 62 66 (2542)
5 25 29 40 52 58 (2613)
3 5 29 52 60 62 (2504)
34 36 48 56 58 60 (2649)
7 9 34 36 40 58 (2526)
3 7 29 52 60 66 (2621)
5 7 34 48 60 66 (2500)
25 29 48 58 60 62 (2598)
7 34 48 52 62 66 (2500)
7 29 40 58 62 66 (2758)
5 29 36 52 62 66 (2613)
3 7 29 52 60 62 (2608)
3 5 29 40 52 58 (2609)
5 25 29 52 60 62 (2509)
3 7 29 40 52 56 (2601)
3 7 29 40 52 58 (2730)
7 29 34 56 60 62 (2651)
9 29 34 40 56 60 (2578)
9 29 34 40 56 62 (2535)
7 29 34 56 60 66 (2635)
3 52 56 58 60 66 (2564)
3 9 29 40 52 58 (2543)
34 36 40 52 58 60 (2866)
3 52 56 58 60 62 (2590)
25 36 40 48 58 66 (2577)
5 7 48 52 60 62 (2529)
34 36 40 52 58 62 (2795)
3 9 29 40 52 60 (2517)
25 36 40 48 58 62 (2593)
5 29 48 60 62 66 (2573)
3 7 29 36 60 66 (2537)
5 25 29 40 52 66 (2506)
25 48 58 60 62 66 (2506)
3 7 29 40 52 62 (2626)
3 7 29 36 60 62 (2524)
3 5 29 40 52 66 (2501)
5 25 29 40 52 62 (2523)
3 7 29 40 52 60 (2697)
5 25 29 40 52 60 (2587)
3 29 36 40 56 58 (2586)
5 7 48 52 60 66 (2564)
7 34 36 40 52 66 (2650)
7 34 36 40 52 60 (2757)
7 34 36 40 52 62 (2685)
9 29 34 36 40 56 (2518)
9 29 34 36 40 58 (2633)
9 29 34 36 40 52 (2626)
3 7 34 52 56 58 (2510)
3 34 40 52 60 66 (2556)
3 34 40 52 60 62 (2548)
3 7 29 36 40 48 (2546)
3 36 40 52 60 62 (2574)
25 36 52 56 58 60 (2598)
3 36 40 52 60 66 (2577)
25 36 52 56 58 62 (2539)
7 25 36 40 52 58 (2640)
5 7 29 36 60 62 (2603)
7 34 36 40 52 56 (2665)
7 25 36 40 52 56 (2503)
5 7 29 36 60 66 (2624)
25 34 52 56 58 60 (2535)
29 36 42 48 52 58 (2520)
7 34 36 40 52 58 (2800)
9 29 34 36 40 62 (2528)
3 36 40 48 60 66 (2513)
29 36 42 48 52 60 (2509)
9 29 34 36 40 60 (2597)
3 7 29 36 40 56 (2512)
3 5 29 36 40 52 (2516)
3 7 29 36 40 58 (2646)
7 29 36 40 52 58 (2934)
3 29 52 56 60 66 (2564)
5 7 36 40 62 66 (2506)
7 29 36 40 52 56 (2785)
3 5 29 36 40 58 (2525)
3 29 52 56 60 62 (2590)
3 7 29 36 40 52 (2637)
3 29 56 58 60 62 (2594)
9 29 34 36 52 60 (2609)
5 9 40 58 60 62 (2531)
7 25 36 40 52 66 (2500)
9 29 34 36 52 62 (2530)
3 29 56 58 60 66 (2568)
5 34 36 56 60 66 (2503)
7 40 48 52 60 62 (2707)
7 25 36 40 52 60 (2614)
7 40 48 52 60 66 (2723)
5 9 40 58 60 66 (2537)
7 25 36 40 52 62 (2530)
29 36 52 56 58 62 (2806)
7 29 36 40 52 60 (2891)
25 29 52 56 58 60 (2652)
5 36 52 60 62 66 (2617)
7 29 34 48 62 66 (2507)
29 34 52 56 58 62 (2782)
29 36 52 56 58 66 (2735)
29 52 56 60 62 66 (2742)
29 34 52 56 58 60 (2829)
5 7 40 58 60 66 (2702)
25 29 36 48 58 66 (2593)
29 34 52 56 58 66 (2720)
5 34 36 56 60 62 (2515)
7 29 36 40 52 66 (2770)
5 7 40 58 60 62 (2690)
5 34 52 60 62 66 (2638)
29 36 52 56 58 60 (2858)
7 29 36 40 52 62 (2810)
